,ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2521,2025-07-29T20:12:00.981510000Z,2025-07-29T20:12:00.981510000Z,10,2,1108,S,N,0,,0,0,0,2544,13.11,100,1,13.51,15,1,12.98,200,2,13.54,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.48,700,1,12.42,700,1,14.49,100,1,ARL,0
2522,2025-07-29T20:12:00.981545000Z,2025-07-29T20:12:00.981545000Z,10,2,1108,S,N,0,,0,0,0,2545,13.11,100,1,13.51,15,1,12.98,200,2,13.74,2,1,12.96,2,1,13.85,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.46,300,3,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2523,2025-07-29T20:12:00.981578000Z,2025-07-29T20:12:00.981578000Z,10,2,1108,S,N,0,,0,0,0,2546,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.48,700,1,12.42,700,1,14.49,100,1,ARL,0
2524,2025-07-29T20:12:00.981612000Z,2025-07-29T20:12:00.981612000Z,10,2,1108,S,N,0,,0,0,0,2547,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.48,700,1,12.42,700,1,14.49,100,1,ARL,0
2525,2025-07-29T20:12:00.981645000Z,2025-07-29T20:12:00.981645000Z,10,2,1108,S,N,0,,0,0,0,2548,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.47,100,1,12.42,700,1,14.48,700,1,ARL,0
2526,2025-07-29T20:12:00.981679000Z,2025-07-29T20:12:00.981679000Z,10,2,1108,S,N,0,,0,0,0,2549,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.47,100,1,12.42,700,1,14.48,700,1,ARL,0
2527,2025-07-29T20:12:00.981716000Z,2025-07-29T20:12:00.981716000Z,10,2,1108,S,N,0,,0,0,0,2550,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,300,3,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2528,2025-07-29T20:12:00.981749000Z,2025-07-29T20:12:00.981749000Z,10,2,1108,S,N,0,,0,0,0,2551,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2529,2025-07-29T20:12:00.981783000Z,2025-07-29T20:12:00.981783000Z,10,2,1108,S,N,0,,0,0,0,2552,13.11,100,1,13.51,15,1,12.98,200,2,13.52,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.31,100,1,12.43,700,1,14.46,200,2,12.42,700,1,14.47,200,2,ARL,0
2530,2025-07-29T20:12:00.981817000Z,2025-07-29T20:12:00.981817000Z,10,2,1108,S,N,0,,0,0,0,2553,13.11,100,1,13.49,15,1,12.98,200,2,13.51,15,1,12.96,2,1,13.52,100,1,12.86,100,1,13.74,2,1,12.73,100,1,13.85,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2531,2025-07-29T20:12:00.981851000Z,2025-07-29T20:12:00.981851000Z,10,2,1108,S,N,0,,0,0,0,2554,13.11,100,1,13.49,15,1,12.98,200,2,13.51,15,1,12.96,2,1,13.74,2,1,12.86,100,1,13.85,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.31,100,1,12.43,700,1,14.46,200,2,12.42,700,1,14.47,200,2,ARL,0
2532,2025-07-29T20:12:00.981885000Z,2025-07-29T20:12:00.981885000Z,10,2,1108,S,N,0,,0,0,0,2555,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.85,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2533,2025-07-29T20:12:00.981922000Z,2025-07-29T20:12:00.981922000Z,10,2,1108,S,N,0,,0,0,0,2556,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.85,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2534,2025-07-29T20:12:00.981956000Z,2025-07-29T20:12:00.981956000Z,10,2,1108,S,N,0,,0,0,0,2557,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.85,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2535,2025-07-29T20:12:00.981990000Z,2025-07-29T20:12:00.981990000Z,10,2,1108,S,N,0,,0,0,0,2558,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.31,100,1,12.43,700,1,14.46,200,2,12.42,700,1,14.47,200,2,ARL,0
2536,2025-07-29T20:12:00.982023000Z,2025-07-29T20:12:00.982023000Z,10,2,1108,S,N,0,,0,0,0,2559,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.77,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2537,2025-07-29T20:12:00.982153000Z,2025-07-29T20:12:00.982153000Z,10,2,1108,S,N,0,,0,0,0,2560,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.77,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2538,2025-07-29T20:12:00.982188000Z,2025-07-29T20:12:00.982188000Z,10,2,1108,S,N,0,,0,0,0,2561,13.11,100,1,13.49,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.51,15,1,12.86,100,1,13.74,2,1,12.73,100,1,13.77,100,1,12.71,100,1,14.22,100,1,12.50,700,1,14.26,700,1,12.46,100,1,14.28,100,1,12.43,700,1,14.31,100,1,12.42,700,1,14.46,200,2,ARL,0
2539,2025-07-29T20:12:00.982220000Z,2025-07-29T20:12:00.982220000Z,10,2,1108,S,N,0,,0,0,0,2562,13.11,100,1,13.50,100,1,12.98,200,2,13.51,15,1,12.96,2,1,13.74,2,1,12.86,100,1,13.77,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.31,100,1,12.43,700,1,14.46,200,2,12.42,700,1,14.47,200,2,ARL,0
2540,2025-07-29T20:12:00.982257000Z,2025-07-29T20:12:00.982257000Z,10,2,1108,S,N,0,,0,0,0,2563,13.11,100,1,13.50,100,1,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2541,2025-07-29T20:12:00.982292000Z,2025-07-29T20:12:00.982292000Z,10,2,1108,S,N,0,,0,0,0,2564,13.11,100,1,13.50,199,2,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2542,2025-07-29T20:12:00.982326000Z,2025-07-29T20:12:00.982326000Z,10,2,1108,S,N,0,,0,0,0,2565,13.11,100,1,13.50,100,1,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2543,2025-07-29T20:12:00.982362000Z,2025-07-29T20:12:00.982362000Z,10,2,1108,S,N,0,,0,0,0,2566,13.11,100,1,13.48,15,1,12.98,200,2,13.50,100,1,12.96,2,1,13.74,2,1,12.86,100,1,13.77,100,1,12.73,100,1,14.22,100,1,12.71,100,1,14.26,700,1,12.50,700,1,14.28,100,1,12.46,100,1,14.31,100,1,12.43,700,1,14.46,200,2,12.42,700,1,14.47,200,2,ARL,0
2544,2025-07-29T20:12:00.982400000Z,2025-07-29T20:12:00.982400000Z,10,2,1108,S,N,0,,0,0,0,2567,13.11,100,1,13.50,100,1,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2545,2025-07-29T20:12:00.982435000Z,2025-07-29T20:12:00.982435000Z,10,2,1108,S,N,0,,0,0,0,2568,13.11,100,1,13.50,199,2,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2546,2025-07-29T20:12:00.982470000Z,2025-07-29T20:12:00.982470000Z,10,2,1108,S,N,0,,0,0,0,2569,13.11,100,1,13.50,100,1,12.98,200,2,13.74,2,1,12.96,2,1,13.77,100,1,12.86,100,1,14.22,100,1,12.73,100,1,14.26,700,1,12.71,100,1,14.28,100,1,12.50,700,1,14.31,100,1,12.46,100,1,14.46,200,2,12.43,700,1,14.47,200,2,12.42,700,1,14.48,700,1,ARL,0
2547,2025-07-29T20:12:00.982507000Z,2025-07-29T20:12:00.982507000Z,10,2,1108,S,N,0,,0,0,0,2570,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.26,700,1,12.73,100,1,14.28,100,1,12.71,100,1,14.31,100,1,12.50,700,1,14.46,200,2,12.46,100,1,14.47,200,2,12.43,700,1,14.48,700,1,12.42,700,1,14.49,100,1,ARL,0
2548,2025-07-29T20:12:00.982544000Z,2025-07-29T20:12:00.982544000Z,10,2,1108,S,N,0,,0,0,0,2571,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,200,2,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2549,2025-07-29T20:12:00.982577000Z,2025-07-29T20:12:00.982577000Z,10,2,1108,S,N,0,,0,0,0,2572,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2550,2025-07-29T20:12:00.982611000Z,2025-07-29T20:12:00.982611000Z,10,2,1108,S,N,0,,0,0,0,2573,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2551,2025-07-29T20:12:00.982662000Z,2025-07-29T20:12:00.982662000Z,10,2,1108,S,N,0,,0,0,0,2574,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2552,2025-07-29T20:12:00.982696000Z,2025-07-29T20:12:00.982696000Z,10,2,1108,S,N,0,,0,0,0,2575,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2553,2025-07-29T20:12:00.982729000Z,2025-07-29T20:12:00.982729000Z,10,2,1108,S,N,0,,0,0,0,2576,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,200,2,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2554,2025-07-29T20:12:00.982762000Z,2025-07-29T20:12:00.982762000Z,10,2,1108,S,N,0,,0,0,0,2577,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2555,2025-07-29T20:12:00.982797000Z,2025-07-29T20:12:00.982797000Z,10,2,1108,S,N,0,,0,0,0,2578,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2556,2025-07-29T20:12:00.982829000Z,2025-07-29T20:12:00.982829000Z,10,2,1108,S,N,0,,0,0,0,2579,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2557,2025-07-29T20:12:00.982871000Z,2025-07-29T20:12:00.982871000Z,10,2,1108,S,N,0,,0,0,0,2580,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2558,2025-07-29T20:12:00.982911000Z,2025-07-29T20:12:00.982911000Z,10,2,1108,S,N,0,,0,0,0,2581,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2559,2025-07-29T20:12:00.982945000Z,2025-07-29T20:12:00.982945000Z,10,2,1108,S,N,0,,0,0,0,2582,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.47,100,1,12.46,100,1,14.48,700,1,12.43,700,1,14.49,100,1,12.42,700,1,14.54,700,1,ARL,0
2560,2025-07-29T20:12:00.982978000Z,2025-07-29T20:12:00.982978000Z,10,2,1108,S,N,0,,0,0,0,2583,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.48,700,1,12.46,100,1,14.49,100,1,12.43,700,1,14.54,700,1,12.42,700,1,14.56,700,1,ARL,0
2561,2025-07-29T20:12:00.983012000Z,2025-07-29T20:12:00.983012000Z,10,2,1108,S,N,0,,0,0,0,2584,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.31,100,1,12.71,100,1,14.46,900,3,12.50,700,1,14.48,700,1,12.46,100,1,14.49,100,1,12.43,700,1,14.54,700,1,12.42,700,1,14.56,700,1,ARL,0
2562,2025-07-29T20:12:00.983047000Z,2025-07-29T20:12:00.983047000Z,10,2,1108,S,N,0,,0,0,0,2585,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.46,900,3,12.71,100,1,14.48,700,1,12.50,700,1,14.49,100,1,12.46,100,1,14.54,700,1,12.43,700,1,14.56,700,1,12.42,700,1,14.60,100,1,ARL,0
2563,2025-07-29T20:12:00.983082000Z,2025-07-29T20:12:00.983082000Z,10,2,1108,S,N,0,,0,0,0,2586,13.11,100,1,13.74,2,1,12.98,200,2,13.77,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.46,900,3,12.71,100,1,14.48,700,1,12.50,700,1,14.49,100,1,12.46,100,1,14.54,700,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,100,1,ARL,0
2564,2025-07-29T20:12:00.983117000Z,2025-07-29T20:12:00.983117000Z,10,2,1108,S,N,0,,0,0,0,2587,13.11,100,1,13.74,2,1,12.98,200,2,14.22,100,1,12.96,2,1,14.28,100,1,12.86,100,1,14.46,900,3,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,100,1,12.42,700,1,14.74,200,2,ARL,0
2565,2025-07-29T20:12:00.983149000Z,2025-07-29T20:12:00.983149000Z,10,2,1108,S,N,0,,0,0,0,2588,13.11,100,1,13.74,2,1,12.98,200,2,14.22,100,1,12.96,2,1,14.28,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,100,1,12.42,700,1,14.74,200,2,ARL,0
2566,2025-07-29T20:12:00.983184000Z,2025-07-29T20:12:00.983184000Z,10,2,1108,S,N,0,,0,0,0,2589,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.28,100,1,12.73,100,1,14.46,200,2,12.71,100,1,14.48,700,1,12.50,700,1,14.49,100,1,12.46,100,1,14.54,700,1,12.43,700,1,14.56,800,2,12.42,700,1,14.60,100,1,ARL,0
2567,2025-07-29T20:12:00.983217000Z,2025-07-29T20:12:00.983217000Z,10,2,1108,S,N,0,,0,0,0,2590,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,100,1,12.42,700,1,14.74,200,2,ARL,0
2568,2025-07-29T20:12:00.983252000Z,2025-07-29T20:12:00.983252000Z,10,2,1108,S,N,0,,0,0,0,2591,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.74,200,2,ARL,0
2569,2025-07-29T20:12:00.983286000Z,2025-07-29T20:12:00.983286000Z,10,2,1108,S,N,0,,0,0,0,2592,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.74,100,1,ARL,0
2570,2025-07-29T20:12:00.983319000Z,2025-07-29T20:12:00.983319000Z,10,2,1108,S,N,0,,0,0,0,2593,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.74,100,1,ARL,0
2571,2025-07-29T20:12:00.983354000Z,2025-07-29T20:12:00.983354000Z,10,2,1108,S,N,0,,0,0,0,2594,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.74,100,1,ARL,0
2572,2025-07-29T20:12:00.983388000Z,2025-07-29T20:12:00.983388000Z,10,2,1108,S,N,0,,0,0,0,2595,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.74,100,1,ARL,0
2573,2025-07-29T20:12:00.983423000Z,2025-07-29T20:12:00.983423000Z,10,2,1108,S,N,0,,0,0,0,2596,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,100,1,ARL,0
2574,2025-07-29T20:12:00.983457000Z,2025-07-29T20:12:00.983457000Z,10,2,1108,S,N,0,,0,0,0,2597,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,200,2,ARL,0
2575,2025-07-29T20:12:00.983494000Z,2025-07-29T20:12:00.983494000Z,10,2,1108,S,N,0,,0,0,0,2598,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,200,2,ARL,0
2576,2025-07-29T20:12:00.983529000Z,2025-07-29T20:12:00.983529000Z,10,2,1108,S,N,0,,0,0,0,2599,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,200,2,ARL,0
2577,2025-07-29T20:12:00.983561000Z,2025-07-29T20:12:00.983561000Z,10,2,1108,S,N,0,,0,0,0,2600,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,200,2,ARL,0
2578,2025-07-29T20:12:00.983596000Z,2025-07-29T20:12:00.983596000Z,10,2,1108,S,N,0,,0,0,0,2601,13.11,100,1,13.74,2,1,12.98,200,2,14.05,100,1,12.96,2,1,14.22,100,1,12.86,100,1,14.46,200,2,12.73,100,1,14.48,700,1,12.71,100,1,14.49,100,1,12.50,700,1,14.54,700,1,12.46,100,1,14.56,800,2,12.43,700,1,14.60,200,2,12.42,700,1,14.96,200,2,ARL,0
